customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15726403,3.0,Germany,Male,2.0,1,3.0,1,1,0,1.0,1
15592765,3.0,France,Male,1.0,8,3.0,1,1,1,4.0,0
15704442,3.0,France,Female,2.0,9,3.0,4,1,1,4.0,1
15641136,3.0,France,Male,1.0,2,0.0,2,0,1,2.0,0
15725818,2.0,Germany,Male,1.0,4,2.0,1,1,1,0.0,0
15612071,4.0,Spain,Female,1.0,10,2.0,1,0,1,2.0,0
15719809,2.0,Germany,Male,1.0,3,3.0,2,0,0,3.0,0
15716518,3.0,France,Female,1.0,4,0.0,2,0,0,5.0,0
15742210,4.0,France,Male,1.0,9,1.0,1,1,1,3.0,0
15630617,4.0,Germany,Male,1.0,6,3.0,1,1,1,3.0,1
15720838,3.0,Spain,Female,1.0,3,3.0,1,0,1,3.0,0
15595537,3.0,Germany,Male,2.0,9,3.0,2,1,0,5.0,0
15623196,3.0,France,Male,1.0,6,3.0,1,1,1,2.0,0
15679249,0.0,Germany,Female,3.0,4,3.0,1,1,0,4.0,1
15693199,4.0,France,Female,1.0,8,0.0,2,1,0,5.0,1
15661219,3.0,France,Male,1.0,10,0.0,2,1,0,3.0,0
15617136,1.0,Germany,Female,1.0,9,1.0,1,1,1,4.0,0
15760294,2.0,France,Female,2.0,8,3.0,1,1,0,2.0,1
15652808,4.0,France,Female,2.0,5,3.0,1,1,0,3.0,0
15657139,3.0,France,Female,1.0,8,2.0,2,0,1,3.0,0
15803790,3.0,Germany,Male,1.0,2,2.0,2,1,1,1.0,0
15764105,1.0,France,Female,3.0,1,0.0,2,1,0,2.0,0
15672610,2.0,Spain,Male,1.0,4,2.0,1,0,0,2.0,0
15766896,4.0,France,Male,1.0,3,0.0,2,1,0,0.0,0
15587735,5.0,France,Male,1.0,6,2.0,1,1,1,3.0,0
15659501,4.0,France,Female,1.0,6,3.0,1,0,1,1.0,0
15745001,3.0,Spain,Female,1.0,7,0.0,2,1,0,3.0,0
15651140,4.0,France,Female,1.0,3,0.0,1,1,0,2.0,0
15571148,3.0,Spain,Female,0.0,1,0.0,2,0,0,1.0,0
15776824,4.0,France,Male,1.0,6,2.0,1,1,1,2.0,0
15633141,3.0,Germany,Female,1.0,4,3.0,1,1,0,2.0,0
15764174,3.0,Spain,Female,1.0,4,0.0,2,1,1,4.0,0
15778155,2.0,Germany,Female,1.0,3,2.0,1,1,1,5.0,1
15715920,4.0,Spain,Male,0.0,10,2.0,1,1,1,4.0,0
15671917,3.0,France,Male,2.0,5,2.0,1,1,1,4.0,0
15666548,1.0,Germany,Female,3.0,2,2.0,3,1,0,5.0,1
15625623,2.0,France,Female,2.0,4,0.0,2,0,1,3.0,0
15748123,3.0,France,Male,0.0,3,0.0,2,1,1,4.0,0
15648735,4.0,France,Male,1.0,8,0.0,2,1,1,0.0,0
15634974,3.0,France,Female,1.0,8,1.0,4,0,1,3.0,1
15713378,4.0,France,Male,1.0,10,0.0,2,0,0,1.0,0
15753370,3.0,Germany,Female,1.0,5,2.0,1,1,0,3.0,0
15782659,2.0,France,Male,1.0,0,0.0,1,1,0,3.0,0
15583364,1.0,France,Female,1.0,6,2.0,1,0,0,3.0,0
15625942,3.0,Spain,Female,2.0,0,0.0,2,0,0,3.0,0
15720284,3.0,Germany,Female,1.0,4,3.0,1,0,0,5.0,0
15679642,3.0,Spain,Male,2.0,8,0.0,2,1,1,2.0,0
15628007,3.0,France,Male,1.0,1,0.0,2,0,0,1.0,0
15661974,3.0,France,Male,2.0,2,1.0,1,1,1,4.0,0
15689341,3.0,France,Female,2.0,10,0.0,4,1,0,4.0,1
15607993,3.0,France,Female,2.0,2,2.0,1,1,1,2.0,0
15693267,3.0,Germany,Female,1.0,7,2.0,1,1,0,1.0,0
15769522,4.0,France,Male,2.0,1,2.0,1,1,1,3.0,0
15755825,3.0,France,Male,1.0,10,0.0,2,1,0,3.0,0
15598175,2.0,Germany,Female,1.0,4,2.0,2,1,0,3.0,0
15744327,2.0,France,Male,1.0,4,0.0,1,1,0,2.0,1
15798666,5.0,France,Female,1.0,6,0.0,2,1,1,2.0,0
15577064,2.0,Germany,Male,1.0,2,2.0,2,1,0,3.0,0
15759436,4.0,France,Female,2.0,2,2.0,3,1,1,2.0,1
15690231,3.0,Spain,Female,3.0,0,3.0,2,1,1,5.0,0
15751561,1.0,Germany,Male,3.0,7,2.0,1,1,0,5.0,1
15739068,3.0,Germany,Male,0.0,4,3.0,2,1,1,3.0,0
15758056,2.0,France,Male,1.0,1,0.0,2,0,0,3.0,0
15742269,4.0,France,Female,0.0,1,0.0,2,1,0,5.0,0
15726490,4.0,Spain,Male,2.0,4,0.0,1,1,1,1.0,1
15738411,2.0,France,Male,1.0,10,2.0,1,0,1,3.0,0
15727919,3.0,Spain,Female,1.0,6,0.0,2,0,0,0.0,0
15709396,5.0,France,Male,2.0,6,0.0,2,1,1,2.0,0
15654106,3.0,France,Male,1.0,8,3.0,2,0,1,5.0,0
15621653,4.0,France,Female,1.0,10,2.0,1,1,1,5.0,0
15598086,3.0,France,Female,2.0,3,1.0,1,1,0,4.0,1
15752300,3.0,Germany,Male,2.0,4,3.0,1,1,1,2.0,0
15658693,5.0,France,Female,3.0,2,0.0,2,0,1,2.0,0
15631838,3.0,France,Male,3.0,5,2.0,2,0,1,0.0,0
15803804,4.0,Germany,Female,1.0,5,2.0,1,1,0,4.0,0
15578809,3.0,Germany,Male,1.0,1,3.0,2,0,0,4.0,1
15752026,3.0,France,Male,3.0,3,0.0,1,0,1,5.0,1
15723706,2.0,France,Female,1.0,0,2.0,1,1,0,3.0,0
15752838,4.0,Spain,Male,1.0,6,0.0,2,1,1,2.0,0
15569571,2.0,Germany,Female,2.0,6,2.0,2,1,0,3.0,1
15769703,2.0,Germany,Female,2.0,8,2.0,1,0,0,2.0,1
15679770,3.0,France,Female,3.0,3,3.0,4,0,1,2.0,1
15791102,2.0,Germany,Male,2.0,9,2.0,3,1,1,3.0,1
15655192,5.0,Spain,Female,0.0,1,0.0,2,0,1,2.0,0
15709487,3.0,Germany,Male,1.0,5,2.0,2,0,0,1.0,0
15687130,3.0,France,Female,2.0,0,0.0,1,1,1,4.0,0
15755178,3.0,France,Male,2.0,1,0.0,3,1,1,5.0,1
15634772,3.0,Spain,Female,3.0,0,2.0,1,0,1,2.0,0
15617197,2.0,France,Male,2.0,4,0.0,2,1,1,1.0,1
15631240,3.0,France,Female,1.0,8,0.0,2,1,1,0.0,1
15784301,5.0,France,Male,2.0,0,0.0,2,1,0,1.0,0
15631310,2.0,France,Female,2.0,3,0.0,1,1,1,2.0,0
15756560,2.0,Spain,Female,2.0,7,2.0,2,1,0,2.0,0
15732270,4.0,Spain,Male,4.0,8,0.0,1,1,1,5.0,1
15739357,4.0,Spain,Male,1.0,2,3.0,1,0,0,0.0,0
15771540,4.0,France,Male,1.0,9,3.0,1,1,0,2.0,0
15567486,3.0,Spain,Female,2.0,4,0.0,2,1,1,4.0,0
15714634,5.0,France,Male,1.0,4,2.0,2,1,0,4.0,0
15727021,4.0,Germany,Female,1.0,8,2.0,2,1,1,3.0,0
15650670,2.0,Germany,Female,1.0,2,2.0,2,1,0,2.0,0
15711834,3.0,Spain,Female,1.0,6,0.0,1,0,0,2.0,1
15729763,3.0,Spain,Male,1.0,1,2.0,1,1,1,1.0,0
15646566,4.0,France,Female,3.0,9,4.0,1,0,1,1.0,0
15645463,5.0,France,Female,1.0,5,0.0,2,1,1,2.0,0
15672144,3.0,France,Female,1.0,6,3.0,1,1,1,2.0,1
15596088,4.0,France,Female,2.0,4,2.0,2,0,1,4.0,0
15614878,3.0,Germany,Female,1.0,6,4.0,1,1,1,3.0,0
15635240,2.0,France,Male,2.0,1,0.0,2,0,0,1.0,0
15775905,3.0,Germany,Female,2.0,6,3.0,1,1,1,1.0,1
15700657,3.0,Germany,Female,1.0,2,2.0,1,1,0,4.0,0
15611905,2.0,Spain,Female,1.0,5,3.0,1,1,0,2.0,0
15652527,3.0,France,Male,2.0,7,2.0,1,0,1,2.0,0
15785865,4.0,France,Male,3.0,9,2.0,2,1,1,1.0,0
15645942,3.0,Spain,Male,1.0,2,0.0,2,1,1,4.0,0
15688691,3.0,Germany,Female,2.0,9,2.0,2,0,1,0.0,1
15592736,2.0,Germany,Male,2.0,5,2.0,1,1,0,4.0,1
15673529,3.0,Spain,Male,1.0,4,1.0,2,1,0,1.0,0
15724145,3.0,Germany,Male,1.0,8,3.0,1,1,0,4.0,0
15704629,2.0,France,Female,1.0,1,2.0,1,0,1,4.0,0
15597896,0.0,Germany,Male,1.0,0,3.0,1,1,0,2.0,1
15731790,3.0,Germany,Female,1.0,6,3.0,1,1,1,0.0,1
15634719,4.0,France,Male,1.0,0,0.0,2,1,0,5.0,0
15703205,3.0,France,Female,2.0,5,2.0,2,1,1,3.0,0
15567333,4.0,France,Female,1.0,7,0.0,2,1,0,4.0,0
15754537,4.0,France,Male,1.0,0,0.0,1,0,0,2.0,0
15612030,4.0,France,Male,1.0,9,0.0,2,1,1,3.0,0
15573242,3.0,France,Male,2.0,6,3.0,1,1,1,0.0,0
15601892,2.0,France,Male,1.0,8,0.0,2,0,1,2.0,0
15663885,4.0,France,Male,1.0,5,0.0,1,1,1,2.0,0
15701096,4.0,France,Male,2.0,8,2.0,1,1,0,4.0,0
15710450,5.0,Spain,Male,0.0,7,2.0,1,1,1,5.0,0
15790846,3.0,Germany,Male,1.0,2,3.0,1,1,1,1.0,0
15658956,2.0,Germany,Male,1.0,6,1.0,2,1,1,4.0,0
15755223,3.0,Germany,Male,2.0,7,3.0,2,0,0,3.0,0
15787318,2.0,Germany,Female,2.0,6,2.0,1,1,0,0.0,1
15737310,3.0,France,Male,1.0,10,3.0,1,1,0,5.0,0
15763665,5.0,France,Female,1.0,4,3.0,2,0,0,0.0,0
15668818,2.0,Spain,Female,1.0,2,4.0,1,1,1,3.0,0
15765812,2.0,Spain,Male,2.0,1,0.0,2,1,1,0.0,0
15704844,2.0,Spain,Male,3.0,7,2.0,1,0,1,2.0,0
15744582,3.0,France,Female,0.0,10,0.0,3,1,0,4.0,1
15616700,3.0,Spain,Female,2.0,9,0.0,2,1,1,4.0,0
15683521,2.0,Germany,Male,1.0,0,3.0,2,1,0,3.0,0
15583049,3.0,Germany,Female,1.0,7,3.0,1,0,1,5.0,0
15643752,2.0,France,Male,0.0,5,2.0,1,1,0,0.0,0
15620398,3.0,Spain,Female,1.0,5,2.0,2,1,0,0.0,0
15715707,3.0,France,Male,1.0,3,2.0,2,1,1,2.0,0
15814209,5.0,France,Male,1.0,1,2.0,1,1,0,3.0,0
15733768,2.0,France,Male,1.0,1,0.0,1,1,1,3.0,0
15755242,3.0,France,Female,2.0,2,0.0,1,1,1,3.0,0
15729412,3.0,France,Male,1.0,4,2.0,1,1,1,0.0,0
15746564,2.0,France,Male,2.0,3,2.0,1,1,1,4.0,0
15588446,2.0,Spain,Male,1.0,3,0.0,2,0,0,3.0,0
15665221,3.0,France,Male,1.0,7,3.0,2,0,1,5.0,0
15640846,2.0,Germany,Female,3.0,3,2.0,4,1,0,3.0,1
15700209,1.0,France,Male,3.0,9,2.0,1,1,1,2.0,0
15658360,4.0,Spain,Male,1.0,9,2.0,2,0,0,4.0,0
15602735,3.0,Germany,Male,2.0,6,3.0,4,0,1,3.0,1
15724834,1.0,France,Female,1.0,1,0.0,2,0,0,3.0,0
15800062,5.0,Spain,Male,2.0,8,0.0,1,0,0,1.0,1
15685300,3.0,France,Male,1.0,6,3.0,2,1,0,3.0,0
15760102,2.0,France,Female,1.0,5,0.0,1,1,0,5.0,0
15787026,3.0,Germany,Male,1.0,0,4.0,2,1,1,2.0,0
15653696,2.0,France,Female,1.0,9,0.0,2,0,0,2.0,0
15788946,3.0,Spain,Female,1.0,3,2.0,1,0,0,0.0,0
15600724,2.0,Germany,Male,1.0,5,3.0,1,1,0,3.0,0
15574324,2.0,Germany,Female,1.0,2,3.0,2,0,1,3.0,0
15707144,2.0,Germany,Male,0.0,6,2.0,2,1,0,4.0,0
15775891,3.0,Germany,Male,2.0,2,2.0,1,1,1,3.0,1
15711789,4.0,Spain,Female,2.0,3,0.0,1,0,0,4.0,1
15600879,2.0,Germany,Female,1.0,3,3.0,2,1,0,0.0,0
15681196,3.0,France,Male,1.0,1,3.0,1,1,1,4.0,0
15716000,3.0,Spain,Male,2.0,2,0.0,2,1,1,0.0,0
15766776,2.0,France,Male,2.0,1,0.0,1,1,1,5.0,0
15680278,3.0,Spain,Female,2.0,9,2.0,1,1,0,1.0,1
15688637,2.0,France,Female,1.0,4,0.0,2,1,1,5.0,0
15591179,4.0,Spain,Male,1.0,2,0.0,2,1,1,4.0,0
15677435,3.0,France,Female,1.0,0,2.0,2,1,0,4.0,0
15698619,2.0,France,Male,2.0,9,0.0,2,1,1,2.0,0
15581036,4.0,Germany,Female,1.0,3,2.0,2,1,0,3.0,1
15622117,3.0,Spain,Female,1.0,8,0.0,2,1,0,4.0,0
15599301,2.0,Germany,Female,1.0,6,3.0,1,0,1,0.0,0
15581548,3.0,Spain,Female,0.0,5,2.0,1,1,0,3.0,0
15586870,3.0,France,Male,1.0,4,4.0,1,1,1,4.0,0
15735263,4.0,France,Male,1.0,5,1.0,1,0,1,5.0,0
15765322,4.0,France,Male,0.0,5,2.0,2,1,1,2.0,0
15582944,1.0,Spain,Female,1.0,5,0.0,2,1,0,4.0,0
15687162,1.0,France,Male,2.0,9,2.0,1,0,0,1.0,1
15644962,4.0,France,Male,0.0,4,3.0,1,1,1,4.0,0
15612615,3.0,France,Female,1.0,6,0.0,2,1,0,2.0,0
15813439,2.0,France,Male,1.0,5,2.0,1,1,0,1.0,0
15604544,5.0,Germany,Male,1.0,4,3.0,2,0,1,1.0,0
15761348,3.0,France,Female,1.0,0,0.0,2,1,0,4.0,0
15785078,4.0,Spain,Male,1.0,3,0.0,1,1,0,1.0,0
15759874,2.0,France,Male,2.0,3,3.0,1,1,0,2.0,1
15643658,5.0,Germany,Male,2.0,2,2.0,2,1,0,1.0,0
15713267,4.0,Spain,Female,1.0,5,0.0,2,0,1,3.0,0
15737782,2.0,France,Male,1.0,9,0.0,1,1,1,1.0,0
15815490,3.0,Germany,Male,1.0,2,3.0,3,0,0,4.0,1
15679410,4.0,France,Female,3.0,4,3.0,1,1,0,1.0,1
15756241,4.0,France,Female,2.0,2,3.0,1,1,1,3.0,0
15688409,4.0,France,Female,1.0,2,4.0,1,1,0,3.0,1
15742272,3.0,France,Female,2.0,8,2.0,1,0,0,3.0,1
15717898,2.0,Spain,Male,1.0,2,3.0,1,0,1,4.0,0
15769582,2.0,France,Male,1.0,3,0.0,2,1,1,4.0,0
15635660,3.0,Germany,Male,1.0,9,3.0,1,1,0,3.0,1
15576723,4.0,France,Female,1.0,7,0.0,2,1,1,5.0,0
15591577,2.0,France,Male,1.0,3,3.0,1,1,1,3.0,0
15582325,2.0,France,Male,2.0,2,2.0,1,1,0,4.0,1
15693947,3.0,France,Female,0.0,5,2.0,2,1,0,3.0,0
15760446,2.0,France,Female,3.0,9,0.0,1,0,1,0.0,1
15611105,4.0,Spain,Male,1.0,7,0.0,2,0,1,4.0,0
15630920,4.0,France,Male,1.0,2,3.0,2,0,0,2.0,0
15574910,3.0,France,Male,2.0,2,2.0,1,1,0,5.0,0
15756472,5.0,France,Male,0.0,7,2.0,1,1,0,3.0,0
15682890,4.0,Germany,Male,1.0,5,1.0,2,1,1,4.0,0
15641994,3.0,Germany,Male,2.0,1,2.0,1,1,0,1.0,1
15733297,2.0,France,Female,1.0,10,2.0,1,1,1,4.0,0
15767793,5.0,France,Female,1.0,10,0.0,2,1,0,1.0,0
15725698,2.0,Spain,Female,1.0,4,2.0,1,1,1,2.0,0
15813532,3.0,France,Female,1.0,5,0.0,2,1,0,1.0,0
15576760,3.0,Germany,Male,1.0,5,1.0,2,0,0,5.0,0
15732102,3.0,Germany,Female,1.0,3,3.0,2,1,0,0.0,0
15739046,5.0,Spain,Female,0.0,9,3.0,1,0,1,2.0,0
15631927,2.0,Spain,Female,1.0,7,0.0,2,0,0,5.0,0
15672115,3.0,France,Male,3.0,6,0.0,2,1,1,2.0,0
15618765,2.0,Germany,Female,2.0,0,2.0,1,0,1,2.0,0
15679148,2.0,France,Male,2.0,3,2.0,2,0,0,2.0,0
15728474,2.0,Germany,Male,1.0,4,2.0,1,1,1,4.0,0
15636999,1.0,France,Male,1.0,8,0.0,1,0,1,2.0,1
15754261,3.0,Spain,Male,2.0,2,2.0,2,1,0,2.0,0
15629150,4.0,France,Female,1.0,1,0.0,2,1,0,2.0,0
15736274,4.0,France,Male,1.0,8,0.0,2,0,0,0.0,0
15627697,3.0,France,Male,1.0,2,0.0,2,0,1,1.0,0
15721585,3.0,Germany,Male,1.0,3,2.0,2,0,1,3.0,0
15639946,2.0,Germany,Female,1.0,8,3.0,3,1,0,1.0,1
15792176,3.0,Spain,Female,1.0,0,2.0,1,1,1,4.0,0
15699450,4.0,France,Male,2.0,7,0.0,2,1,1,4.0,0
15729954,2.0,France,Female,1.0,5,0.0,3,1,0,4.0,1
15600103,3.0,Germany,Female,1.0,8,2.0,1,1,1,2.0,0
15786200,2.0,France,Male,1.0,4,0.0,2,1,0,1.0,0
15797010,3.0,France,Female,1.0,2,0.0,2,1,0,0.0,0
15670172,3.0,France,Female,1.0,4,2.0,1,0,1,5.0,0
15627352,1.0,Germany,Male,2.0,7,2.0,1,1,0,0.0,1
15622494,4.0,France,Male,1.0,2,0.0,2,0,0,1.0,0
15585835,3.0,Spain,Female,1.0,4,2.0,2,1,0,3.0,0
15595071,3.0,France,Male,0.0,9,3.0,1,1,1,5.0,0
15628203,3.0,France,Female,1.0,3,2.0,1,0,0,3.0,0
15667190,3.0,Spain,Female,0.0,1,2.0,1,1,1,3.0,0
15780212,2.0,France,Male,1.0,4,4.0,1,0,0,4.0,0
15766869,3.0,Germany,Male,1.0,1,2.0,2,1,1,5.0,0
15775741,3.0,France,Female,1.0,9,0.0,2,1,1,3.0,0
15628170,2.0,Germany,Female,1.0,9,1.0,1,1,0,4.0,0
15701318,4.0,Spain,Male,3.0,9,3.0,1,0,1,2.0,0
15710928,3.0,France,Female,2.0,8,3.0,1,1,1,2.0,0
15682547,3.0,France,Male,1.0,1,2.0,1,0,1,2.0,0
15631170,3.0,France,Male,2.0,3,0.0,2,1,1,1.0,0
15648702,4.0,Germany,Male,4.0,6,2.0,2,1,1,2.0,0
15783444,4.0,France,Female,1.0,3,3.0,1,0,1,3.0,0
15809178,2.0,Germany,Female,2.0,9,3.0,1,1,0,1.0,1
15806688,4.0,Spain,Female,3.0,8,2.0,3,0,1,3.0,1
15576824,2.0,Germany,Female,2.0,3,2.0,3,1,1,3.0,1
15675422,2.0,France,Female,1.0,9,2.0,1,1,1,0.0,0
15681550,3.0,France,Female,2.0,8,2.0,1,1,1,0.0,0
15812628,1.0,Germany,Female,1.0,8,2.0,1,1,0,3.0,0
15597951,1.0,France,Female,3.0,4,2.0,1,1,1,1.0,0
15807045,5.0,Germany,Female,1.0,3,2.0,1,0,0,0.0,0
15581748,4.0,Germany,Male,3.0,2,2.0,2,1,1,2.0,0
15770420,4.0,Germany,Male,2.0,10,2.0,2,1,1,2.0,0
15608230,3.0,France,Male,0.0,1,0.0,2,1,0,2.0,0
15730339,3.0,Spain,Male,1.0,3,3.0,1,0,0,0.0,0
15712584,3.0,France,Female,1.0,7,0.0,2,1,1,2.0,0
15592816,3.0,Germany,Female,2.0,1,2.0,1,1,0,3.0,1
15641480,2.0,France,Male,1.0,5,3.0,1,1,0,3.0,0
15708505,3.0,Germany,Female,1.0,7,1.0,2,0,1,1.0,0
15791131,2.0,Germany,Female,1.0,2,3.0,1,1,0,4.0,0
15618225,4.0,Germany,Male,1.0,8,2.0,2,1,0,4.0,0
15644724,1.0,France,Male,1.0,4,1.0,2,0,1,2.0,0
15662098,3.0,Spain,Male,2.0,3,3.0,3,0,0,3.0,1
15723894,3.0,France,Male,2.0,7,3.0,1,0,0,3.0,0
15787699,3.0,Germany,Male,1.0,4,3.0,1,1,1,0.0,0
15687738,2.0,France,Female,1.0,8,0.0,2,1,0,3.0,0
15576126,3.0,France,Female,2.0,2,3.0,1,1,1,2.0,0
15658889,3.0,France,Male,0.0,4,3.0,1,1,0,1.0,1
15667046,3.0,Spain,Male,1.0,7,2.0,1,1,0,3.0,0
15669957,3.0,Germany,Male,2.0,9,3.0,1,1,1,1.0,0
15655794,3.0,France,Male,1.0,8,0.0,2,1,1,4.0,0
15599829,2.0,France,Female,1.0,10,0.0,2,1,1,1.0,0
15753332,1.0,Germany,Male,2.0,8,3.0,1,1,0,4.0,1
15671124,2.0,France,Male,0.0,6,2.0,1,1,1,1.0,0
15767474,1.0,France,Female,3.0,9,0.0,3,1,1,4.0,1
15720671,4.0,France,Male,2.0,8,3.0,2,1,1,4.0,0
15626787,3.0,Spain,Female,1.0,8,4.0,1,0,0,3.0,1
15774491,1.0,France,Female,1.0,6,0.0,2,0,0,1.0,0
15579647,3.0,France,Male,2.0,0,0.0,1,1,1,4.0,0
15625522,4.0,Spain,Male,1.0,7,0.0,2,0,1,4.0,0
15765806,1.0,France,Male,1.0,1,3.0,1,1,1,5.0,0
15566708,1.0,France,Female,2.0,4,0.0,2,1,0,4.0,1
15668347,3.0,France,Male,1.0,6,0.0,2,0,0,2.0,0
15575214,4.0,France,Male,1.0,7,0.0,1,1,0,4.0,0
15591123,2.0,Germany,Male,3.0,2,2.0,1,1,1,1.0,0
15573280,3.0,Germany,Male,2.0,6,3.0,2,1,1,1.0,0
15589018,4.0,Germany,Male,1.0,3,2.0,2,1,1,5.0,0
15654495,4.0,Germany,Female,2.0,6,2.0,1,1,1,4.0,0
15597265,3.0,France,Male,1.0,7,0.0,2,0,1,4.0,0
15733876,3.0,France,Male,1.0,9,0.0,2,1,1,1.0,0
15677217,4.0,France,Male,1.0,1,0.0,1,1,1,5.0,0
15747265,2.0,Germany,Female,1.0,10,3.0,1,1,1,2.0,0
15713379,3.0,France,Male,1.0,4,0.0,2,1,1,5.0,0
15730433,2.0,Germany,Female,1.0,1,3.0,1,1,0,3.0,1
15693347,3.0,France,Female,1.0,5,0.0,2,1,1,2.0,0
15715465,4.0,Germany,Male,1.0,7,2.0,1,1,0,4.0,0
15680736,2.0,Germany,Female,4.0,6,2.0,2,1,1,0.0,0
15610765,2.0,France,Male,1.0,1,0.0,2,0,0,4.0,0
15650034,2.0,France,Female,1.0,1,0.0,1,1,1,4.0,0
15782468,5.0,Spain,Male,2.0,3,2.0,2,1,1,0.0,1
15685109,3.0,France,Male,1.0,7,0.0,2,0,0,0.0,0
15776233,4.0,Germany,Female,3.0,8,2.0,1,1,0,5.0,1
15761141,3.0,Spain,Female,4.0,10,0.0,2,1,1,3.0,0
15781702,4.0,Germany,Male,1.0,9,2.0,2,0,1,5.0,0
15790235,4.0,Spain,Male,1.0,8,2.0,2,1,1,3.0,0
15641416,4.0,Germany,Female,3.0,9,2.0,2,1,1,4.0,1
15775234,3.0,France,Male,0.0,8,0.0,2,0,0,2.0,0
15659475,2.0,France,Female,1.0,6,3.0,2,0,0,2.0,0
15642202,5.0,Germany,Female,1.0,5,2.0,2,0,1,3.0,0
15771417,3.0,France,Male,2.0,7,3.0,1,0,0,2.0,1
15585100,2.0,Germany,Female,1.0,9,2.0,1,1,0,5.0,1
15700487,5.0,France,Male,2.0,6,2.0,3,1,0,4.0,1
15726589,2.0,Germany,Male,1.0,1,2.0,1,1,0,3.0,0
15747503,4.0,Spain,Male,2.0,0,4.0,1,1,0,2.0,1
15595883,2.0,Germany,Male,1.0,4,3.0,1,1,1,0.0,0
15663826,2.0,Spain,Female,3.0,3,0.0,1,1,1,3.0,0
15742820,2.0,France,Female,2.0,2,0.0,2,0,1,4.0,0
15624793,3.0,Germany,Male,0.0,5,4.0,1,1,0,3.0,0
15597930,3.0,France,Male,2.0,8,1.0,1,0,0,4.0,1
15665110,2.0,France,Female,0.0,7,2.0,1,0,1,1.0,0
15770719,3.0,France,Female,1.0,6,3.0,1,1,1,1.0,0
15731327,3.0,Germany,Male,1.0,2,3.0,2,0,1,4.0,0
15576044,2.0,Germany,Male,1.0,6,3.0,1,1,0,4.0,0
15775662,4.0,France,Male,2.0,8,2.0,1,1,0,5.0,0
15646817,4.0,France,Male,2.0,9,3.0,2,1,0,1.0,0
15596060,1.0,Spain,Male,1.0,8,3.0,1,1,1,1.0,0
15723299,4.0,France,Male,2.0,4,2.0,1,1,1,4.0,1
15636982,4.0,Germany,Female,2.0,7,2.0,1,1,1,3.0,0
15751175,3.0,France,Female,2.0,2,0.0,2,1,1,1.0,0
15618936,3.0,France,Female,2.0,5,0.0,1,1,0,2.0,1
15787529,2.0,Spain,Male,1.0,0,0.0,1,1,0,2.0,1
15780128,4.0,France,Male,1.0,3,3.0,2,1,0,3.0,0
15615991,3.0,France,Male,2.0,7,2.0,1,1,1,2.0,0
15757001,3.0,France,Female,1.0,2,2.0,2,1,1,4.0,0
15595388,2.0,France,Female,1.0,10,0.0,2,1,1,3.0,0
15699550,3.0,Spain,Female,1.0,9,0.0,2,1,1,2.0,0
15581620,2.0,France,Male,1.0,2,0.0,3,1,1,2.0,0
15600934,4.0,France,Female,2.0,7,2.0,1,1,0,4.0,1
15738672,4.0,Germany,Female,1.0,2,3.0,2,1,0,4.0,0
15721307,3.0,Germany,Male,1.0,1,2.0,2,1,0,3.0,0
15619280,3.0,France,Male,0.0,4,0.0,2,1,0,4.0,0
15768244,2.0,Spain,Female,1.0,8,0.0,2,1,1,1.0,0
15806837,3.0,France,Male,1.0,4,0.0,1,1,0,3.0,0
15643496,4.0,France,Female,1.0,5,1.0,2,1,0,2.0,0
15813916,3.0,France,Female,1.0,1,2.0,1,1,1,4.0,0
15626385,4.0,Spain,Female,1.0,10,2.0,2,1,1,1.0,0
15603582,2.0,Spain,Female,1.0,3,0.0,1,1,0,3.0,0
15764351,3.0,Germany,Female,3.0,5,2.0,1,0,1,1.0,0
15667938,3.0,France,Male,1.0,9,3.0,2,1,1,0.0,0
15576360,2.0,France,Male,1.0,1,3.0,1,1,1,2.0,0
15628813,3.0,France,Female,2.0,4,3.0,1,1,0,0.0,0
15584190,4.0,France,Male,1.0,7,2.0,2,0,1,3.0,0
15716449,2.0,Spain,Male,1.0,9,3.0,1,0,0,2.0,0
15759913,2.0,Germany,Male,2.0,6,2.0,2,1,1,4.0,0
15701555,2.0,Spain,Male,2.0,1,2.0,2,0,1,1.0,0
15758482,3.0,France,Female,1.0,0,0.0,2,0,0,5.0,0
15758171,2.0,France,Male,0.0,4,0.0,1,1,1,1.0,0
15680346,3.0,Spain,Male,1.0,8,0.0,1,1,0,2.0,0
15649124,5.0,France,Male,1.0,9,2.0,1,0,0,1.0,0
15812917,3.0,Spain,Male,1.0,6,2.0,2,1,1,1.0,0
15768455,3.0,France,Male,3.0,8,0.0,2,1,1,1.0,0
15703059,2.0,Germany,Female,2.0,6,2.0,1,0,1,2.0,0
15646196,5.0,Spain,Female,1.0,2,3.0,2,0,0,4.0,0
15585451,2.0,Germany,Female,1.0,1,2.0,1,1,1,0.0,0
15714057,2.0,Spain,Male,1.0,4,0.0,2,1,0,1.0,0
15748473,5.0,France,Male,1.0,5,0.0,2,1,0,2.0,0
15785782,2.0,Spain,Male,2.0,2,0.0,1,1,1,3.0,1
15693233,3.0,Germany,Male,1.0,6,2.0,2,1,1,4.0,0
15757521,3.0,France,Male,1.0,2,3.0,1,0,1,4.0,0
15812513,2.0,Germany,Male,2.0,10,2.0,1,1,0,3.0,1
15674950,2.0,Germany,Male,1.0,4,3.0,2,1,0,4.0,0
