ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,Medium,,,
medium,medium,13486.14219,medium,333.7757766,397.996103,14.80867448,77.76353379,medium,0,low,,,
medium,low,20335.67651,high,349.4040572,652.5375916,10.21205821,56.94972417,high,0,medium,,,
medium,low,16854.12946,high,352.2770291,370.0113729,14.28931979,80.88242514,medium,0,low,,,
high,medium,13969.43886,medium,386.5411847,392.7674528,12.44653913,53.89803657,medium,0,low,,,
high,low,24061.3496,high,333.7757766,447.484361,12.41269116,66.39629295,high,0,medium,,,
medium,low,11699.13355,high,349.2919542,374.4638479,10.98914567,73.70144876,medium,0,low,,,
medium,medium,48002.0846,medium,333.7757766,426.0805224,13.94022086,69.05166196,medium,0,high,,,
medium,low,19900.40784,high,321.5677645,458.0441705,17.1969431,56.76991473,high,0,medium,,,
medium,medium,29046.08352,high,323.6087859,476.8444591,16.6724146,83.41383836,high,0,medium,,,
medium,medium,13533.23003,medium,333.7757766,397.2367839,14.03790316,76.70160916,medium,0,low,,,
medium,medium,24293.17266,medium,333.7757766,382.7579656,15.85606224,66.27047668,high,0,medium,,,
medium,low,19397.32389,medium,318.2279422,534.5408375,13.62886544,69.13921994,high,0,medium,,,
medium,low,30733.50384,high,299.3455763,471.0626399,9.225985273,60.02352277,high,0,medium,,,
medium,low,15751.1753,high,334.4777948,574.5406715,11.09589252,66.39629295,high,0,low,,,
high,low,33897.0682,medium,333.7757766,372.551219,9.762360818,65.21633786,high,0,medium,,,
high,medium,21733.82804,high,333.7757766,436.6259903,15.74063873,63.31050275,high,0,medium,,,
medium,low,24827.51664,high,337.5395326,294.8468015,10.08866801,66.29916222,high,0,medium,,,
medium,low,17864.68939,medium,342.1932395,430.3956004,17.44681822,49.88365316,medium,0,low,,,
low,medium,13283.77805,high,279.6752556,503.7324283,13.75883583,46.38406377,high,0,low,,,
medium,medium,21280.24656,medium,345.7175003,389.2152949,11.14503977,91.20486668,high,0,medium,,,
medium,low,14294.24035,medium,335.2577773,470.4296759,11.19848306,66.39629295,high,0,low,,,
medium,low,11989.24624,high,333.7757766,393.293539,12.85451911,73.31350293,high,0,low,,,
medium,medium,11797.92092,high,319.2029353,431.9724289,15.4003962,41.95229157,medium,0,low,,,
medium,medium,20162.01862,medium,338.4159388,438.1321035,15.44149005,83.27273575,medium,0,medium,,,
medium,medium,16123.30445,medium,339.2213512,453.2113664,16.10651511,67.95249573,medium,0,low,,,
medium,low,28909.29028,high,296.9490697,418.2698062,18.80051563,92.09600004,medium,0,medium,,,
medium,medium,21573.74757,high,341.1733217,411.4244826,19.58500189,25.05737466,high,0,medium,,,
medium,low,28391.99819,medium,333.7757766,492.200309,17.29164516,43.27254516,high,0,medium,,,
medium,low,13124.10564,medium,333.7757766,308.7925146,9.545091693,60.21464669,high,0,low,,,
medium,medium,17975.55323,high,304.4252752,451.5571777,10.84209516,87.63401318,medium,0,low,,,
high,medium,28954.80101,medium,333.7757766,428.9503288,15.49138749,81.31532668,high,0,medium,,,
medium,low,22610.76871,high,354.2089232,411.7955029,17.32308073,67.9817406,medium,0,medium,,,
medium,medium,4544.841718,medium,333.7757766,488.1413127,11.79184027,46.92804133,high,0,low,,,
medium,low,27752.00024,high,341.7493777,418.9724666,10.38225265,78.30517971,medium,0,medium,,,
low,medium,18939.93665,medium,306.4511896,442.5305081,10.94126989,66.39629295,high,0,low,,,
high,medium,20067.57279,low,333.7757766,460.528736,14.95129501,79.63426081,medium,0,medium,,,
medium,medium,40936.15339,medium,374.1576208,335.3782115,9.147436119,82.86492863,medium,0,high,,,
medium,medium,26220.17421,medium,329.9971883,463.9651678,13.98673533,66.39629295,high,0,medium,,,
medium,low,8918.8926,medium,333.7757766,403.9899202,18.28480665,66.39629295,medium,0,low,,,
medium,low,32619.31297,high,320.8465069,458.9239774,12.48800692,40.95997374,medium,0,medium,,,
high,low,10562.46054,high,346.3197738,344.1549646,15.31487917,89.44685002,medium,0,low,,,
medium,medium,26489.1147,medium,369.541143,474.9374696,15.30606267,48.37421162,high,0,medium,,,
medium,medium,25234.42797,medium,333.7757766,391.2387137,12.96143251,66.39629295,medium,0,medium,,,
high,medium,22390.79557,medium,333.7757766,411.2169781,16.59093153,67.74551459,medium,0,medium,,,
medium,medium,34456.80113,high,300.2542577,552.9075895,12.7237245,52.2377358,medium,0,medium,,,
medium,low,27430.44173,high,307.6945221,302.9404332,15.88964959,78.07673798,medium,0,medium,,,
medium,medium,14298.41046,low,333.7757766,327.967343,15.62751448,51.85036617,high,0,low,,,
medium,low,20375.66827,low,333.7757766,436.2780756,10.85526322,66.39629295,medium,0,medium,,,
high,medium,24196.52268,medium,366.6684085,377.8579586,13.00844311,87.89616571,high,0,medium,,,
medium,medium,22174.78114,high,311.1881847,412.0389222,18.63214156,73.16633787,high,0,medium,,,
medium,low,25620.77137,medium,349.9495296,538.2037134,12.38359721,52.09768738,high,0,medium,,,
medium,medium,22829.11084,medium,325.3538597,430.332754,14.35290461,33.40304793,high,0,medium,,,
medium,low,13291.92261,high,329.4044567,278.4832659,11.26688617,81.7184127,medium,0,low,,,
high,medium,23926.07882,high,346.4237871,436.2905517,9.612293184,67.38115657,medium,0,medium,,,
medium,medium,17944.85238,medium,343.4942197,417.7389884,7.750606555,63.55182239,medium,0,low,,,
medium,low,18136.26158,high,313.4702967,355.2069685,18.46869035,75.14036171,high,0,low,,,
medium,low,15704.48209,high,336.1510498,369.4276991,18.18887253,70.58850738,medium,1,low,,,
medium,medium,27080.26872,high,296.4305395,452.7276913,14.66570381,51.26182669,medium,1,medium,,,
medium,medium,16477.35081,high,309.6615775,412.7065583,12.38922918,73.51332057,medium,1,low,,,
high,medium,26780.69179,high,363.5618201,324.6479088,10.2130582,92.64389187,medium,1,medium,,,
medium,low,13736.34204,medium,333.7757766,388.0658567,15.14906826,78.49941803,medium,1,low,,,
medium,medium,23683.11019,medium,333.7757766,545.310659,16.53621617,67.48409012,medium,1,medium,,,
medium,low,23027.38526,low,365.0809633,323.0010364,14.16660236,48.25430719,medium,1,medium,,,
medium,low,55334.7028,medium,303.5503239,399.5637857,18.8222159,62.22287461,high,1,high,,,
high,medium,22316.39828,high,333.7757766,441.8810049,13.80837511,66.39629295,medium,1,medium,,,
medium,low,22826.4847,high,378.4305007,616.1752428,14.96277971,65.44456252,medium,1,medium,,,
high,medium,6342.502843,high,274.6894585,466.2454797,9.693048967,59.57721177,medium,1,low,,,
medium,low,21162.72673,high,333.7757766,289.6605864,9.184400747,49.54012015,medium,1,medium,,,
high,medium,20215.69752,high,333.7757766,363.1293527,15.40338969,54.49073318,high,1,medium,,,
high,medium,11459.62244,medium,337.2523247,527.9125436,18.36143559,60.39354848,medium,1,low,,,
low,low,23349.48542,high,383.7826259,506.5314139,14.98003369,69.24922883,high,1,medium,,,
high,low,14970.64724,high,352.6858428,492.0978246,19.62192339,64.17723224,medium,1,low,,,
medium,medium,27336.96262,high,274.2068037,551.1452068,14.82644147,67.30542126,medium,1,medium,,,
high,medium,13769.86024,medium,334.7173347,467.1107616,12.93732874,46.93525183,high,1,low,,,
low,low,27025.20696,high,333.7757766,547.4668312,13.8434938,71.04673525,medium,1,medium,,,
medium,medium,13978.17266,medium,333.7757766,524.0797055,13.89563062,83.14699902,high,1,low,,,
medium,medium,22824.69947,medium,223.2358161,405.7615711,12.82650937,74.38519942,medium,1,medium,,,
low,low,21809.70983,medium,388.7522531,388.7526203,17.1960121,63.56487022,high,1,medium,,,
medium,low,17037.72537,high,393.7670457,461.3562275,13.91386963,86.12181104,high,1,low,,,
low,medium,37118.25544,medium,333.7757766,631.8220782,11.42091036,70.44900254,medium,1,medium,,,
medium,medium,31161.36839,medium,324.7012926,402.6192862,16.64247971,64.84674857,high,1,medium,,,
low,low,14733.45876,medium,331.1456211,538.1749592,13.91682032,66.39629295,medium,1,low,,,
high,medium,21670.59366,medium,330.8271328,426.186565,18.75990224,79.37062125,high,1,medium,,,
medium,low,22013.96491,high,326.2542815,312.3885856,13.042948,74.31161876,high,1,medium,,,
high,medium,44586.81265,high,321.7762131,453.9184895,9.640241052,57.86542318,medium,1,high,,,
high,medium,7986.493239,high,278.428265,370.0851534,15.79097733,77.16661878,high,1,low,,,
medium,medium,28698.72996,high,286.4035215,269.0136348,11.75734824,56.884528,medium,1,medium,,,
high,medium,22389.38049,medium,321.0804652,449.2599756,12.51464126,89.21307429,high,1,medium,,,
low,low,22113.39145,high,376.012933,428.4448225,10.82869634,65.00583981,medium,1,medium,,,
medium,medium,40588.43383,medium,333.7757766,338.2142583,17.03246611,58.58745936,high,1,high,,,
medium,low,17106.43865,medium,333.7757766,341.7747779,14.80519846,64.12915495,high,1,low,,,
medium,low,18125.6384,medium,351.271267,507.476249,17.79595745,62.46613537,medium,1,low,,,
high,medium,25489.07503,medium,316.5673193,498.2669594,20.05151858,52.90112726,high,1,medium,,,
medium,low,20474.82082,high,330.1278686,328.7009606,12.33228811,79.7847804,medium,1,medium,,,
medium,low,13464.48716,medium,429.0223118,509.9568642,23.56964491,19.17517454,high,1,low,,,
medium,low,19451.7676,medium,333.7757766,439.3128533,15.90098505,63.33489467,high,1,medium,,,
medium,medium,33744.16681,high,333.7757766,413.2921835,15.49560337,42.00208201,high,1,medium,,,
high,medium,18542.95745,high,373.6533277,315.4790704,15.0086742,76.87966926,medium,1,low,,,
medium,low,16960.43463,high,314.922739,379.6753668,12.89704926,75.83913181,medium,1,low,,,
medium,medium,26608.92915,high,224.212503,401.7393087,15.31397775,81.84206216,high,1,medium,,,
medium,medium,32160.53392,high,271.0971043,332.5981262,17.18796335,79.63424204,medium,1,medium,,,
low,low,14829.74597,medium,324.8707242,441.9451807,12.63608646,66.39629295,medium,1,low,,,
medium,low,28301.51695,medium,372.6219432,505.5423487,17.53070356,67.27387448,high,1,medium,,,
medium,medium,18526.26169,high,274.2923054,340.6483926,10.68067274,72.48745023,high,1,low,,,
medium,low,39498.65929,high,356.5526971,380.0968101,10.43033979,100.2316678,medium,1,high,,,
medium,low,15990.14923,high,333.7757766,512.4544684,15.48527563,54.13265784,medium,1,low,,,
medium,low,34865.32463,medium,377.1434889,315.5361054,10.42915946,70.5933871,high,1,medium,,,
medium,medium,17063.17211,high,294.3477322,355.6986132,13.91876862,71.68153964,medium,1,low,,,
low,low,36267.26666,medium,333.7757766,564.183824,13.65110537,92.2991007,medium,1,medium,,,
low,low,34591.67815,high,333.7757766,437.5386924,16.21914102,81.94780623,medium,1,medium,,,
medium,medium,13289.20165,medium,290.7959545,475.1429562,18.18983851,77.93110395,high,1,low,,,
medium,low,7323.302301,medium,322.6744621,431.4573372,12.72192188,92.75885234,high,1,low,,,
medium,low,33360.17072,high,333.7757766,350.3910241,13.27027883,65.33163286,medium,1,medium,,,
high,medium,29258.73814,high,337.48361,398.6809356,14.7925852,60.99184258,medium,1,medium,,,
medium,low,34535.55385,medium,289.3313578,366.3707236,18.41518046,87.99622277,medium,1,medium,,,
medium,low,29313.78335,high,390.2766084,441.9861061,16.45099005,21.35527518,high,1,medium,,,
medium,low,32833.43117,medium,333.7757766,334.5123059,14.73229122,49.98567905,high,1,medium,,,
low,low,43533.65785,medium,292.4405364,500.8660185,8.95640146,77.36098527,medium,1,high,,,
high,low,12932.59039,medium,333.7757766,526.7049237,9.901327632,81.33933981,high,1,low,,,
high,medium,26453.00335,high,333.7757766,596.3463464,14.97119882,62.36582435,medium,1,medium,,,
high,low,19393.46986,high,380.1130295,345.0198518,20.38671963,73.38148842,medium,1,medium,,,
high,medium,26880.22004,high,334.1780747,341.6022087,15.67156353,84.68266023,high,1,medium,,,
low,low,24856.60711,low,283.6937822,443.0292321,13.2019432,62.32271111,medium,1,medium,,,
medium,medium,11682.22932,high,307.7044736,431.7819875,14.22175704,53.31997717,high,1,low,,,
medium,medium,40799.36033,medium,245.954253,505.7355345,16.38314048,91.68102605,high,1,high,,,
medium,low,11551.21568,medium,333.7757766,446.8406051,13.98356664,67.81709624,high,1,low,,,
high,medium,19378.35907,medium,326.3979533,367.9887837,13.91093319,55.79535664,high,1,medium,,,
high,medium,34510.753,high,349.5295679,336.1988372,19.44259882,82.85827184,high,1,medium,,,
medium,low,30249.17085,high,333.7757766,534.6639449,8.129792646,74.60371287,high,1,medium,,,
high,medium,10102.48972,high,324.1289153,575.4219684,16.58112044,66.88527013,medium,1,low,,,
medium,medium,20567.14593,high,290.0572188,605.3050414,8.713963616,58.41345969,high,1,medium,,,
medium,low,24161.25498,medium,319.0569513,369.534034,14.8415799,54.43749402,medium,1,medium,,,
high,low,13086.64393,high,350.835986,328.3633983,18.74323079,54.41696499,medium,1,low,,,
medium,medium,56351.3963,high,333.7757766,418.0412196,16.62562738,66.39629295,high,1,high,,,
medium,medium,19583.05735,high,324.0480348,344.3656891,14.68592683,47.8031937,high,1,medium,,,
medium,low,27567.37567,high,333.7757766,347.5883747,17.70572731,68.37981452,medium,1,medium,,,
medium,medium,40682.144,high,299.9380711,353.5104246,16.89575368,67.57710868,medium,1,high,,,
low,low,23154.06232,medium,307.4584542,439.1177046,7.760852569,66.39629295,high,1,medium,,,
medium,medium,14598.95191,high,333.7757766,395.2357843,7.918150338,76.37830906,medium,1,low,,,
high,low,16136.43327,high,333.7757766,481.0735393,12.27318065,95.90528791,medium,1,low,,,
medium,low,18061.69757,medium,377.3443719,323.7728426,11.68712384,66.29164984,high,1,low,,,
high,low,14034.4858,high,381.7618836,402.6580222,12.83064631,86.97972392,medium,1,low,,,
medium,medium,19471.46544,medium,333.7757766,436.8440526,16.12752714,64.56404411,high,1,medium,,,
medium,low,25612.14891,high,364.191227,646.7325987,14.37633691,90.52753632,high,1,medium,,,
medium,medium,22543.25629,high,293.7830399,446.6969391,6.00039093,30.90081515,medium,1,medium,,,
medium,medium,33337.10965,high,316.9730031,327.2895434,12.78526531,80.75786638,high,1,medium,,,
medium,low,30606.22359,medium,347.2368266,401.3048946,13.26328179,60.47403118,medium,1,medium,,,
medium,low,19862.81126,medium,333.7757766,377.4307463,11.85907432,74.01204311,medium,1,medium,,,
medium,low,20339.01687,medium,333.7757766,501.7432181,8.008011415,55.87024536,medium,1,medium,,,
medium,low,25972.80375,medium,333.7757766,439.6330269,8.857705531,64.97557392,high,1,medium,,,
high,low,22781.36453,low,366.1318999,384.3056983,9.999397816,66.69397284,medium,1,medium,,,
high,medium,15661.94034,high,326.0765603,460.8124249,14.92917215,59.60280779,medium,1,low,,,
low,low,23072.7807,medium,333.7757766,437.3771806,14.6893506,56.49007685,high,1,medium,,,
high,medium,13492.84084,high,333.7757766,422.2938193,15.02708758,67.50300435,medium,1,low,,,
medium,medium,12760.43715,high,332.8455445,365.6875204,8.589895535,76.30637565,high,1,low,,,
high,medium,13580.61848,medium,282.859453,443.4455903,12.841611,46.36821941,high,1,low,,,
medium,low,15736.58099,high,381.930744,414.8109854,16.10916917,92.60908364,high,1,low,,,
high,medium,32071.17937,high,337.2097419,462.4801989,10.10514594,50.88600603,high,1,medium,,,
medium,low,30204.54674,medium,333.7757766,394.6348677,7.817811637,89.05258819,medium,1,medium,,,
high,medium,9496.910354,high,293.0746575,326.777803,10.43961937,62.45537307,high,1,low,,,
medium,low,34184.3084,medium,333.7757766,354.8470533,16.00671093,85.3380533,high,1,medium,,,
medium,medium,27045.92996,high,312.3436071,358.8490033,21.22812724,63.77183269,medium,1,medium,,,
high,low,23720.48173,high,333.7757766,317.5326799,21.49786644,73.01113197,high,1,medium,,,
medium,medium,32602.34008,high,286.4138616,481.9558771,9.77189594,78.29502214,medium,1,medium,,,
high,medium,17546.40326,high,409.4467298,340.8088228,17.07312308,72.73063948,medium,1,low,,,
medium,low,18337.46092,medium,415.2870722,297.6313652,13.99084222,76.74467672,medium,1,low,,,
medium,low,13122.22342,high,343.2583593,465.0727958,14.83425698,65.32653149,medium,1,low,,,
medium,low,10418.10834,medium,402.4993928,484.1729533,12.30010681,61.56947695,medium,1,low,,,
medium,low,22005.43655,low,369.5329965,389.5162861,17.26807363,64.86860788,medium,1,medium,,,
medium,low,43958.67813,medium,319.2647222,404.2048592,18.93733758,75.3927951,medium,1,high,,,
medium,medium,13909.47907,medium,344.4477373,392.5169018,13.21722269,80.95645792,medium,1,low,,,
medium,medium,26855.10561,high,304.9264751,409.5018417,18.52179155,61.48610514,high,1,medium,,,
medium,low,19621.32511,high,392.5825823,421.3437362,18.7786961,52.64059396,high,1,medium,,,
high,medium,11950.23503,medium,268.9713553,258.880209,8.986363424,41.9304389,high,1,low,,,
high,low,16446.32805,medium,333.7757766,414.3080549,14.25535626,56.73518664,medium,1,low,,,
medium,low,18742.92522,high,318.6104785,416.4456175,20.11882693,48.27120968,high,1,low,,,
high,medium,15323.40882,medium,305.8325797,470.8362645,19.23296141,30.7084213,high,1,low,,,
medium,low,24699.5239,medium,445.9383912,422.4225087,16.14451044,78.37484518,high,1,medium,,,
medium,medium,15888.62521,high,229.5755609,428.8823659,14.99056698,39.84237909,medium,1,low,,,
high,medium,23129.74806,high,346.6497504,500.1692103,15.48686237,63.52946012,medium,1,medium,,,
medium,low,35477.76664,high,405.3200157,564.7934853,14.76833656,57.7575536,medium,1,medium,,,
medium,medium,34006.76875,medium,230.5558558,378.8971896,2.2,86.73722286,high,1,medium,,,
medium,medium,20416.65103,medium,211.8515923,351.9973602,10.40725749,69.90949068,high,1,medium,,,
medium,medium,38713.11269,high,333.7757766,453.1519381,14.21379885,61.15029929,medium,1,high,,,
high,low,13826.25791,medium,422.4456808,573.3304971,17.69971822,45.90678242,medium,1,low,,,
medium,low,21884.53851,medium,366.8149789,490.658747,15.12267225,33.1196126,low,1,medium,,,
low,low,16609.92549,high,333.7757766,460.5667219,12.15945691,89.83020929,medium,1,low,,,
medium,low,19044.68007,medium,362.3521434,350.2363264,7.59251575,66.22567378,high,1,medium,,,
low,low,13579.55458,medium,371.9671798,487.9851851,17.75170539,63.61240285,medium,1,low,,,
medium,medium,11388.53419,medium,252.2313296,392.3635858,12.89221011,77.07978001,high,1,low,,,
high,medium,32911.92972,high,319.0258086,459.5690214,14.11047624,80.57114619,medium,1,medium,,,
high,medium,19272.70448,medium,300.7637719,353.6309129,13.55379641,64.01294427,high,1,medium,,,
high,medium,40290.22164,high,333.7757766,415.6248817,12.05141657,66.39629295,medium,1,high,,,
medium,medium,12135.72493,high,294.344858,496.270851,10.54509177,94.8377427,medium,1,low,,,
high,medium,16073.67062,medium,346.5165347,420.5945919,10.98668253,66.39629295,medium,1,low,,,
high,medium,25634.53328,high,331.3387387,447.0744599,10.77863263,54.42696837,high,1,medium,,,
medium,low,25524.82347,high,323.4490542,353.0629066,6.039669028,82.53617278,high,1,medium,,,
high,medium,16318.73361,high,348.4378199,333.7753271,18.26795085,68.33316991,high,1,low,,,
high,medium,11318.14056,medium,246.9426113,369.9031987,14.61342264,101.3515254,high,1,low,,,
medium,medium,18452.64557,medium,281.3559754,468.2125374,15.14754698,62.8606268,high,1,low,,,
low,low,27558.54253,medium,314.6138512,501.9028641,14.21062445,56.91025406,high,1,medium,,,
high,medium,13457.21113,high,369.6838669,575.3090369,17.55687962,80.74984922,medium,1,low,,,
low,low,24352.0661,low,372.8150748,437.2175902,15.13047649,65.09129142,medium,1,medium,,,
high,medium,21495.53756,high,281.1184903,356.1819159,14.20266406,84.01358459,high,1,medium,,,
medium,low,9049.682595,high,424.6889941,383.4909539,19.48294518,76.63479825,high,1,low,,,
medium,low,15719.49361,medium,316.0255129,370.3572882,18.36185806,48.65810862,medium,1,low,,,
low,low,41552.01966,high,444.3757307,322.2911912,10.43007634,43.57846551,high,1,high,,,
medium,medium,33933.70985,high,333.7757766,319.8429301,8.286550373,80.54035147,medium,1,medium,,,
high,medium,19500.34998,high,315.8313963,429.6222122,15.6211387,64.8260282,medium,1,medium,,,
medium,medium,19024.68867,high,273.4631394,508.345207,12.92586966,71.42858985,high,1,low,,,
medium,medium,6493.547256,high,325.3285434,371.579634,16.35285801,74.31259212,high,1,low,,,
medium,medium,10323.95784,medium,409.2862103,414.6176551,13.79765641,59.52166408,high,1,low,,,
medium,low,24470.20426,high,298.3184183,469.1319513,14.02050742,95.30623862,high,1,medium,,,
medium,medium,23109.85423,high,283.7558239,364.7010954,11.38320988,76.53880284,high,1,medium,,,
medium,low,14807.26849,medium,347.0973537,490.2846741,16.06643903,58.41669861,medium,1,low,,,
medium,medium,45166.91214,high,333.7757766,358.9832544,16.29371561,93.78437986,medium,1,high,,,
medium,low,21293.88975,medium,346.2250616,379.2906459,13.63691003,50.59076525,medium,0,medium,,,
medium,low,18266.61772,medium,336.2929185,328.3874298,18.46309476,62.07590199,medium,0,low,,,
low,low,19155.72756,medium,354.7852174,380.7232523,13.98383301,74.57691444,high,0,medium,,,
medium,medium,24912.87971,high,333.7757766,328.0335757,10.86177527,89.57703603,high,0,medium,,,
medium,low,48204.17219,medium,340.3929304,435.4056098,11.0756218,58.36599451,high,0,high,,,
medium,low,18678.95081,high,333.7757766,460.7659944,11.37873797,73.46513313,medium,0,low,,,
medium,low,20933.51275,medium,341.537089,468.4163498,10.36262263,65.69487776,high,0,medium,,,
medium,low,17732.24067,high,333.7757766,349.954534,17.24730722,76.76779656,high,0,low,,,
medium,medium,18711.06466,high,314.8432913,423.6627075,17.63036246,56.42021031,medium,0,low,,,
medium,medium,16515.87217,medium,333.7757766,412.8676105,12.64013548,44.32864139,high,0,low,,,
medium,medium,16843.36393,high,302.1313059,442.1042076,14.11682361,65.63675858,high,0,low,,,
medium,low,17699.61061,high,344.5354072,498.0639962,8.818756567,66.65935223,high,0,low,,,
medium,low,12995.88543,high,352.6239117,428.7706104,10.28767317,73.44593376,high,0,low,,,
medium,medium,31359.38646,high,333.7757766,474.6653317,14.02776594,80.77427549,medium,0,medium,,,
low,medium,4111.785432,high,324.0843341,288.9124568,18.06495658,85.9166662,high,0,low,,,
medium,low,23129.46018,medium,335.6264426,452.9952928,9.700906283,80.53706529,medium,0,medium,,,
high,medium,20526.04971,high,334.4420643,446.7484416,14.94908037,71.20203815,medium,0,medium,,,
medium,medium,6626.376426,high,321.4733596,431.4246894,12.95044416,64.02559032,high,0,low,,,
medium,medium,17995.40522,high,302.4917681,319.4230515,15.43383428,92.69393564,high,0,low,,,
medium,medium,14786.1389,high,287.9481232,505.2654826,18.27375696,68.39541321,medium,0,low,,,
low,medium,26215.4011,high,364.7467863,516.8516225,12.40443875,85.02622691,medium,0,medium,,,
high,medium,16906.3313,high,355.4437211,338.8481579,18.72131157,106.243066,medium,0,low,,,
low,medium,16615.90815,high,333.4825401,382.922363,15.77992197,39.77551322,medium,0,low,,,
medium,low,31871.29124,high,333.7757766,505.9128645,11.09284167,88.04898896,medium,0,medium,,,
high,medium,25412.70974,high,325.104847,381.3465821,19.19574006,98.49081929,medium,0,medium,,,
medium,medium,23774.25828,high,312.814395,440.6011346,14.0272968,70.92987947,medium,0,medium,,,
medium,low,15677.97069,medium,333.7757766,521.7808842,21.11924925,58.87676573,medium,0,low,,,
high,low,15938.28644,high,348.7146126,551.5403898,15.25439184,75.90786933,high,0,low,,,
high,medium,24767.16711,high,333.7757766,347.8409649,18.89313661,68.08986547,medium,0,medium,,,
medium,low,23748.18399,medium,363.1796235,425.2888367,11.65345775,70.36704882,high,0,medium,,,
medium,medium,4466.257488,medium,313.8746839,567.6041514,17.95484851,40.140152,high,0,low,,,
medium,medium,15039.71041,high,335.2919259,313.254743,11.13531183,70.82910987,medium,0,low,,,
medium,low,19207.31177,low,296.196618,389.7424621,9.689143568,92.21961523,high,0,medium,,,
medium,low,22159.01807,high,333.7757766,386.8030566,16.82377293,52.29711325,high,0,medium,,,
high,low,16772.22625,high,369.5907405,294.3251422,18.02609815,44.06162518,high,0,low,,,
medium,low,19214.18636,medium,333.7757766,343.4175878,14.40165409,41.10986937,high,0,medium,,,
medium,medium,16795.31867,high,302.3936053,421.8900828,22.18784921,72.72786842,high,0,low,,,
medium,low,25672.312,medium,333.7757766,313.4779593,10.4074788,85.68527247,high,0,medium,,,
medium,high,23051.44186,high,333.7757766,330.0450518,9.854011285,80.56107733,medium,0,medium,,,
medium,medium,30468.64183,high,344.5241793,445.7007612,19.77536713,53.27015158,high,0,medium,,,
high,medium,8403.284552,high,334.0538855,389.0216156,16.35452024,47.10098207,high,0,low,,,
medium,low,9812.122463,medium,330.7195488,381.5016036,11.04440513,62.01482209,medium,0,low,,,
high,medium,35800.69927,high,319.2532011,459.5411588,14.19254435,60.3737223,medium,0,medium,,,
medium,medium,17403.53217,high,331.5125334,492.8503914,14.2339516,74.06865816,high,0,low,,,
medium,low,33095.3896,medium,330.3909763,520.6407738,11.14770411,87.4815046,medium,0,medium,,,
medium,medium,26559.38041,medium,311.5682272,437.5120421,12.99459554,31.39045029,high,0,medium,,,
medium,low,12806.83233,medium,366.0189196,425.670964,17.31468113,48.88219843,high,0,low,,,
low,medium,20709.27976,high,307.7139958,406.551667,12.61825178,60.00314768,high,0,medium,,,
medium,medium,20769.51964,high,309.8387324,396.8056521,12.42876341,71.62549657,medium,0,medium,,,
low,medium,8644.831047,high,333.7757766,414.157826,11.08483406,66.39629295,high,0,low,,,
high,medium,33431.67112,high,333.7757766,471.3698805,19.30124821,70.82951341,medium,0,medium,,,
high,medium,12256.67829,medium,295.9760944,414.2560865,14.7748006,58.73593289,high,0,low,,,
medium,low,24316.87515,high,349.4921773,427.2397403,12.55698319,55.25391163,medium,0,medium,,,
high,medium,16388.40526,high,333.7757766,339.8830287,18.34359021,82.44900208,high,0,low,,,
medium,medium,10762.93863,high,328.724289,386.3452475,15.54796357,57.32811606,medium,0,low,,,
low,low,18132.0944,high,374.2269262,518.5852526,11.22657799,65.18275873,medium,0,low,,,
high,low,11697.60697,high,352.983112,428.6609649,4.966861619,72.30521867,medium,0,low,,,
medium,low,16733.1241,medium,376.6636079,526.3610816,17.10756313,48.5462575,high,0,low,,,
medium,medium,8451.319111,high,304.5732451,304.9563717,12.18082601,66.39629295,medium,0,low,,,
medium,medium,13181.67352,high,302.7449602,361.9477582,10.61458159,53.87973715,high,0,low,,,
medium,low,11619.7097,medium,333.7757766,536.2686727,12.82812074,90.0067655,high,0,low,,,
medium,medium,22671.47976,medium,313.8469725,497.9023198,12.87480498,75.4167102,high,0,medium,,,
high,medium,19534.42165,medium,307.3989595,585.2226284,11.79899055,63.82756869,medium,0,medium,,,
medium,low,11178.40354,high,347.7131572,416.0909979,14.63892652,68.90775427,high,0,low,,,
medium,low,16950.01591,high,333.7757766,587.3786921,10.02403918,63.39749985,medium,0,low,,,
medium,low,13467.87978,high,333.7757766,535.3395605,19.17473871,54.96631665,medium,0,low,,,
high,low,20487.92383,high,322.6232487,522.0278703,16.7221946,71.77601755,medium,0,medium,,,
low,low,11278.82968,medium,360.5904451,541.7723151,11.58014075,66.39629295,medium,0,low,,,
medium,medium,15135.12724,high,358.3318489,617.5409065,11.17654813,71.5368343,medium,0,low,,,
medium,low,6068.454885,medium,350.3819811,471.8575107,15.77046418,53.32181233,high,0,low,,,
medium,low,17279.51375,medium,371.0105238,579.4618244,11.91573964,78.17917084,high,0,low,,,
medium,medium,22690.2444,high,316.2744033,462.1424242,15.33300458,57.03352177,high,0,medium,,,
low,low,18862.67305,high,370.167851,296.9641017,14.78431358,48.45137454,medium,0,low,,,
high,low,19808.53777,medium,298.8035603,342.3594105,12.81363426,84.2792184,high,0,medium,,,
medium,low,25204.67408,high,366.6447662,500.9387879,7.609797727,59.39678681,medium,0,medium,,,
low,low,16853.67633,high,338.0494275,390.5669453,8.123470112,75.66878452,medium,0,low,,,
medium,low,10494.57337,high,327.46267,326.2690802,9.982010229,52.71658854,high,0,low,,,
high,low,14464.11555,medium,337.7815799,291.6002828,13.46992402,50.56737213,high,0,low,,,
