Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
363,53,2,21,3,64,43,2,5,1,3.4,2,3,2,2,1,6,4
364,55,2,19,2,88,9,1,25,4,3.1,2,3,2,2,42,1,4
365,62,2,18,3,88,34,1,5,3,3.0,2,3,2,2,7,6,3
366,55,2,7,1,88,48,4,8,3,3.7,2,5,2,2,50,5,6
367,64,2,22,2,36,27,2,22,2,3.5,2,6,2,2,37,6,4
368,52,2,6,2,40,42,4,6,2,2.8,2,6,2,2,18,1,5
369,24,2,8,1,39,36,2,5,2,4.5,2,5,2,2,29,2,5
370,38,2,2,1,40,49,2,20,3,3.3,2,6,2,2,45,5,6
371,59,2,16,1,34,37,2,14,4,3.4,2,2,2,2,13,5,7
372,27,2,21,3,83,33,3,17,4,3.2,2,1,2,2,47,5,5
373,24,2,24,2,85,38,1,15,3,3.7,2,5,2,2,7,4,7
374,23,2,5,4,27,34,1,24,3,4.6,2,2,2,2,11,6,2
375,69,2,13,1,78,35,3,18,2,5.0,2,6,2,2,39,1,5
376,59,2,23,1,32,36,2,14,3,4.4,2,5,2,2,6,4,6
377,51,2,18,3,51,40,3,8,1,4.9,2,2,2,2,2,6,2
378,63,2,16,1,32,19,2,20,2,4.1,2,5,2,2,39,3,3
379,54,2,6,2,62,28,1,15,4,4.9,2,4,2,2,23,3,5
380,32,2,25,2,29,26,3,12,1,4.7,2,1,2,2,46,4,2
381,39,2,1,1,69,29,4,1,1,3.0,2,6,2,2,19,1,7
382,66,2,13,1,25,19,1,11,4,3.4,2,6,2,2,3,3,3
383,28,2,12,2,76,5,2,16,4,3.2,2,6,2,2,47,5,6
384,50,2,23,1,77,48,3,12,1,2.9,2,5,2,2,6,5,6
385,70,2,24,2,33,5,2,1,1,4.5,2,1,2,2,6,6,1
386,67,2,19,2,93,48,3,25,1,2.7,2,4,2,2,12,3,2
387,64,2,13,1,39,18,1,4,2,3.4,2,2,2,2,40,5,6
388,45,2,5,4,93,10,1,20,3,4.6,2,6,2,2,38,5,4
389,22,2,8,1,82,47,2,15,3,2.7,2,6,2,2,10,5,6
390,27,2,4,3,42,46,1,18,2,4.2,2,5,2,2,28,1,5
391,25,2,7,1,71,14,2,10,4,3.2,2,1,2,2,19,5,1
392,37,2,24,2,86,23,1,8,2,4.8,2,5,2,2,25,2,4
393,26,2,25,2,82,12,4,2,2,3.3,2,4,2,2,38,3,1
394,33,2,18,3,65,45,1,13,1,4.2,2,5,2,2,6,5,4
395,43,2,16,1,29,34,2,1,2,4.8,2,6,2,2,7,4,2
396,37,2,21,3,65,39,1,4,4,4.9,2,6,2,2,2,5,1
397,46,2,6,2,88,40,3,2,1,3.9,2,5,2,2,24,1,1
398,22,2,2,1,46,24,2,10,1,3.0,2,3,2,2,26,2,1
399,20,2,4,3,67,26,3,20,4,4.6,2,3,2,2,25,4,3
400,60,2,16,1,35,12,1,3,1,3.5,2,1,2,2,10,4,5
401,39,2,4,3,66,44,2,9,4,4.8,2,3,2,2,14,5,4
402,43,2,25,2,91,36,1,15,1,4.8,2,5,2,2,21,2,6
403,31,2,1,1,78,5,1,6,1,3.0,2,2,2,2,26,5,5
404,19,2,21,3,45,28,2,15,4,4.5,2,4,2,2,12,1,1
405,35,2,25,2,93,8,2,10,2,4.8,2,6,2,2,11,3,5
406,41,2,12,2,74,40,3,20,3,3.8,2,5,2,2,15,2,1
407,52,2,7,1,55,20,2,16,2,4.6,2,2,2,2,13,2,5
408,45,2,10,2,76,33,4,21,2,3.1,2,4,2,2,5,3,2
409,34,2,21,3,66,1,1,24,2,3.4,2,2,2,2,36,2,4
410,35,2,19,2,51,23,2,4,4,3.3,2,1,2,2,32,1,5
411,29,2,24,2,26,46,1,11,2,4.8,2,1,2,2,1,3,6
412,59,2,12,2,29,22,2,10,3,2.8,2,2,2,2,15,5,1
413,24,2,11,4,74,19,2,25,3,3.1,2,6,2,2,3,1,7
414,70,2,13,1,99,28,3,24,3,4.6,2,3,2,2,48,2,5
415,29,2,1,1,88,50,1,23,4,2.6,2,6,2,2,30,4,7
416,67,2,5,4,31,7,2,11,4,2.6,2,2,2,2,40,1,5
417,36,2,2,1,55,37,1,14,2,3.8,2,3,2,2,24,1,4
418,23,2,15,3,81,24,1,1,1,4.5,2,3,2,2,48,4,6
419,18,2,24,2,73,13,1,18,2,3.0,2,5,2,2,27,6,2
420,53,2,19,2,91,44,3,21,4,3.5,2,3,2,2,14,3,3
421,32,2,22,2,54,33,3,16,2,3.8,2,3,2,2,18,4,2
422,38,2,17,2,40,17,2,23,4,3.5,2,5,2,2,48,2,2
423,47,2,14,2,59,23,2,18,1,3.1,2,6,2,2,32,4,1
424,46,2,16,1,26,32,1,21,2,3.0,2,6,2,2,21,3,2
425,66,2,24,2,23,13,2,7,4,4.3,2,5,2,2,42,5,4
426,40,2,12,2,87,34,3,21,4,3.3,2,6,2,2,4,3,6
427,43,2,14,2,71,18,2,23,4,4.7,2,2,2,2,19,3,6
428,58,2,1,1,91,13,1,2,4,4.5,2,6,2,2,6,3,6
429,21,2,5,4,64,50,4,7,4,2.9,2,3,2,2,2,4,4
430,42,2,15,3,94,47,2,7,4,4.1,2,1,2,2,21,2,4
431,24,2,17,2,40,43,2,4,3,3.5,2,6,2,2,40,4,1
432,43,2,9,1,76,29,1,6,4,3.4,2,6,2,2,33,2,4
433,47,2,17,2,86,14,3,10,1,3.3,2,3,2,2,26,6,7
434,49,2,20,2,92,1,2,15,1,3.2,2,6,2,2,23,3,4
435,50,2,18,3,52,36,1,17,2,4.0,2,6,2,2,39,5,3
436,51,2,5,4,28,26,4,14,4,3.6,2,4,2,2,42,1,5
437,40,2,14,2,46,42,1,6,3,4.6,2,3,2,2,41,1,7
438,45,2,13,1,50,31,2,16,3,2.6,2,4,2,2,41,5,1
439,52,2,2,1,23,15,2,22,4,4.3,2,2,2,2,12,3,4
440,62,2,11,4,50,12,2,22,3,3.4,2,3,2,2,31,2,5
441,20,2,17,2,89,36,4,13,4,3.5,2,6,2,2,34,4,4
442,43,2,10,2,81,9,2,13,4,4.2,2,5,2,2,32,3,1
443,29,2,23,1,69,22,2,14,1,3.5,2,6,2,2,31,3,6
444,22,2,23,1,67,11,2,12,3,3.6,2,3,2,2,24,5,1
445,48,2,6,2,20,5,2,19,3,4.3,2,6,2,2,31,4,1
446,42,2,4,3,29,15,2,14,1,4.9,2,5,2,2,18,6,1
447,19,2,17,2,74,48,2,20,3,4.1,2,6,2,2,15,6,5
448,60,2,19,2,82,47,3,22,2,3.6,2,5,2,2,7,1,3
449,32,2,7,1,23,25,2,25,3,3.4,2,4,2,2,35,1,4
450,26,2,13,1,45,32,1,16,3,2.9,2,1,2,2,35,1,5
451,25,2,4,3,21,7,1,1,3,2.7,2,6,2,2,19,3,5
452,66,2,13,1,31,46,2,17,3,4.3,2,2,2,2,26,3,4
453,45,2,14,2,45,25,2,23,3,3.3,2,2,2,2,39,5,4
454,54,2,13,1,56,27,4,16,4,2.8,2,4,2,2,22,3,7
455,37,2,11,4,97,30,3,7,3,3.2,2,4,2,2,14,2,2
456,54,2,3,2,100,44,4,7,1,3.6,2,6,2,2,50,4,4
457,50,2,3,2,96,33,3,10,1,4.0,2,1,2,2,33,3,6
458,25,2,7,1,99,39,2,3,2,4.9,2,4,2,2,48,4,3
459,47,2,19,2,91,4,1,2,4,4.0,2,1,2,2,48,5,5
460,63,2,9,1,30,20,1,2,4,3.8,2,5,2,2,27,5,4
461,64,2,18,3,65,40,1,21,3,3.7,2,6,2,2,27,1,7
462,18,2,4,3,93,35,2,25,4,3.9,2,2,2,2,20,6,7
463,59,2,11,4,81,13,2,24,1,3.3,2,2,2,2,48,6,3
464,37,2,13,1,81,10,3,15,3,2.7,2,5,2,2,29,6,7
465,23,2,23,1,52,1,2,20,4,4.7,2,4,2,2,45,5,5
466,54,2,20,2,88,36,2,17,3,2.8,2,4,2,2,25,2,6
467,38,2,12,2,24,45,1,22,4,4.6,2,3,2,2,25,5,7
468,19,2,1,1,51,27,3,15,2,4.5,2,1,2,2,37,4,3
469,34,2,1,1,38,10,3,16,1,5.0,2,3,2,2,16,2,6
470,21,2,19,2,46,1,1,17,1,4.1,2,1,2,2,30,4,2
471,50,2,6,2,63,23,1,21,3,4.6,2,2,2,2,6,2,3
472,55,2,16,1,72,25,4,24,4,4.9,2,1,2,2,36,1,6
473,20,2,12,2,39,10,1,8,4,3.9,2,3,2,2,3,1,6
474,34,2,5,4,42,48,1,14,2,3.9,2,6,2,2,29,5,3
475,62,2,24,2,76,4,4,13,3,2.6,2,1,2,2,15,2,6
476,21,2,21,3,66,35,1,12,3,2.7,2,3,2,2,18,4,1
477,21,2,16,1,90,7,2,12,2,3.5,2,3,2,2,2,4,4
478,42,2,24,2,56,34,2,9,3,3.7,2,3,2,2,49,4,7
479,35,2,13,1,43,16,4,22,4,3.2,2,3,2,2,48,6,1
480,39,2,8,1,84,15,1,25,4,3.3,2,6,2,2,43,6,5
481,68,2,10,2,88,45,2,8,3,4.8,2,5,2,2,30,4,2
482,46,2,9,1,88,49,1,16,1,3.2,2,1,2,2,10,5,4
483,41,2,2,1,42,7,2,25,4,2.5,2,1,2,2,11,6,1
484,23,2,10,2,73,36,2,24,1,3.9,2,6,2,2,12,4,7
485,68,2,9,1,73,25,1,11,3,4.7,2,3,2,2,28,1,6
486,48,2,18,3,44,42,3,3,2,2.6,2,4,2,2,36,4,4
487,38,2,15,3,63,31,2,5,1,2.8,2,6,2,2,37,6,3
488,41,2,11,4,68,15,1,19,4,4.4,2,6,2,2,22,3,6
489,58,2,24,2,29,19,1,14,2,4.6,2,5,2,2,32,6,7
490,49,2,22,2,85,41,2,9,3,3.2,2,5,2,2,40,5,1
491,57,2,21,3,42,6,2,20,4,4.2,2,1,2,2,47,2,5
492,49,2,5,4,69,45,2,20,3,3.7,2,1,2,2,24,3,2
493,50,2,17,2,62,22,2,2,1,3.9,2,5,2,2,11,4,7
494,28,2,1,1,48,28,4,19,3,4.7,2,6,2,2,19,2,2
495,38,2,4,3,68,14,2,10,4,4.5,2,2,2,2,42,4,7
496,33,2,8,1,36,22,4,6,1,3.3,2,3,2,2,6,4,4
497,30,2,6,2,63,5,3,13,1,3.3,2,2,2,2,31,6,4
498,43,2,21,3,39,36,3,20,4,4.6,2,3,2,2,31,2,7
499,43,2,4,3,78,15,2,11,2,3.6,2,3,2,2,27,1,5
500,36,2,18,3,99,39,1,20,4,4.8,2,2,2,2,24,5,5
501,36,2,25,2,31,47,1,18,1,4.8,2,4,2,2,35,6,3
502,64,2,4,3,45,9,2,6,2,2.9,2,4,2,2,21,6,1
503,59,2,14,2,30,40,3,6,1,2.8,2,2,2,2,8,5,4
504,55,2,18,3,24,48,2,11,3,3.2,2,4,2,2,26,1,6
505,42,2,18,3,22,25,2,13,4,3.9,2,3,2,2,26,5,1
506,61,2,25,2,63,19,1,8,2,4.3,2,2,2,2,9,2,2
507,28,2,16,1,40,10,2,14,1,2.7,2,1,2,2,48,4,1
508,65,2,19,2,20,19,2,12,2,5.0,2,6,2,2,33,4,4
509,27,2,13,1,20,13,3,25,4,3.7,2,6,2,2,31,5,6
510,41,2,25,2,80,8,1,6,3,3.9,2,3,2,2,17,4,7
511,21,2,17,2,87,48,2,21,1,3.9,2,1,2,2,22,6,1
512,61,2,17,2,46,11,1,25,1,3.1,2,3,2,2,8,5,1
513,19,2,7,1,49,32,1,16,4,3.3,2,4,2,2,2,1,5
514,22,2,16,1,65,31,2,16,1,3.6,2,6,2,2,45,6,1
515,64,2,20,2,62,14,3,14,4,4.3,2,5,2,2,47,5,6
516,28,2,9,1,67,17,1,5,2,4.5,2,4,2,2,7,2,5
517,34,2,10,2,41,48,1,10,1,2.8,2,1,2,2,19,4,2
518,61,2,4,3,49,34,1,20,1,2.7,2,3,2,2,44,2,3
519,24,2,3,2,100,37,2,1,1,2.9,2,4,2,2,16,6,3
520,19,2,2,1,54,23,1,3,3,4.4,2,1,2,2,17,1,6
521,51,2,23,1,84,40,2,24,2,3.9,2,3,2,2,20,4,6
522,36,2,19,2,41,45,1,7,4,3.5,2,5,2,2,50,1,1
523,65,2,7,1,88,23,2,3,2,2.5,2,6,2,2,37,2,6
524,46,2,15,3,40,8,2,15,2,4.9,2,2,2,2,5,5,6
525,59,2,17,2,39,38,2,7,3,4.8,2,3,2,2,44,5,1
526,51,2,5,4,37,15,2,6,2,3.2,2,4,2,2,41,4,5
527,51,2,14,2,52,30,3,19,4,4.9,2,5,2,2,19,2,5
528,21,2,25,2,23,40,1,25,4,4.3,2,4,2,2,47,1,3
529,34,2,21,3,88,20,3,1,4,3.2,2,2,2,2,40,2,1
530,32,2,19,2,84,5,2,15,1,3.7,2,5,2,2,6,3,5
531,48,2,5,4,37,26,4,12,4,3.2,2,6,2,2,25,3,2
532,50,2,15,3,51,45,1,18,1,3.4,2,4,2,2,42,2,7
533,26,2,14,2,76,43,1,2,4,4.1,2,2,2,2,35,1,3
534,57,2,15,3,60,33,1,17,2,4.5,2,4,2,2,17,4,7
535,65,2,7,1,72,9,1,17,1,4.5,2,4,2,2,4,5,6
536,56,2,25,2,45,48,1,13,2,3.2,2,3,2,2,24,1,7
537,44,2,11,4,84,13,3,13,1,4.4,2,6,2,2,16,4,3
538,50,2,3,2,49,46,3,22,3,3.0,2,6,2,2,14,4,1
539,27,2,22,2,22,46,4,9,2,3.2,2,3,2,2,43,2,7
540,49,2,5,4,48,50,2,23,4,4.0,2,6,2,2,49,4,7
541,49,2,6,2,37,40,2,11,2,3.1,2,4,2,2,33,2,3
542,52,2,11,4,27,7,1,8,1,2.8,2,4,2,2,45,2,2
543,27,2,4,3,79,13,4,21,2,4.6,2,4,2,2,35,2,2
544,53,2,20,2,98,1,3,19,2,4.3,2,2,2,2,11,3,5
545,34,2,15,3,64,47,3,25,3,3.3,2,5,2,2,30,1,3
546,33,2,5,4,32,1,1,12,3,3.5,2,1,2,2,48,4,1
547,62,2,10,2,74,31,2,4,4,3.4,2,3,2,2,45,6,2
548,38,2,11,4,50,28,2,3,4,2.8,2,3,2,2,26,6,7
549,36,2,1,1,64,27,2,2,4,4.6,2,6,2,2,41,4,3
550,31,2,1,1,29,3,3,14,1,3.6,2,2,2,2,37,6,2
551,62,2,2,1,62,10,2,14,3,3.3,2,6,2,2,12,5,7
552,29,2,5,4,78,12,4,9,1,3.1,2,1,2,2,27,2,2
553,24,2,25,2,94,25,2,16,1,3.5,2,2,2,2,18,1,7
554,63,2,23,1,59,9,2,24,4,3.2,2,2,2,2,15,3,6
555,56,2,21,3,47,23,2,19,3,3.0,2,2,2,2,34,1,7
556,63,2,7,1,57,19,2,24,1,4.8,2,2,2,2,37,6,1
557,40,2,5,4,90,26,1,10,4,5.0,2,6,2,2,21,2,4
558,18,2,17,2,60,2,2,24,2,2.9,2,3,2,2,31,4,7
559,50,2,21,3,77,15,1,21,1,3.2,2,2,2,2,43,4,3
560,66,2,16,1,41,3,2,10,1,2.9,2,6,2,2,22,1,5
561,25,2,13,1,48,18,1,19,1,3.3,2,3,2,2,12,4,1
562,65,2,11,4,65,1,2,3,1,2.6,2,4,2,2,25,5,4
563,53,2,12,2,62,25,2,3,3,3.5,2,5,2,2,40,4,1
564,61,2,18,3,99,12,2,2,1,4.4,2,5,2,2,16,4,6
565,67,2,10,2,58,9,2,14,4,3.4,2,4,2,2,30,1,7
566,59,2,1,1,43,12,1,11,1,4.2,2,6,2,2,10,6,7
567,55,2,21,3,93,1,2,10,2,3.6,2,6,2,2,1,4,4
568,21,2,3,2,50,29,3,19,4,3.0,2,4,2,2,24,6,4
569,44,2,14,2,88,44,1,19,3,4.0,2,3,2,2,36,5,5
570,65,2,20,2,33,1,2,17,1,4.4,2,2,2,2,46,3,3
571,65,2,25,2,99,15,4,18,1,4.1,2,5,2,2,20,2,1
572,54,2,11,4,76,17,4,6,2,3.6,2,3,2,2,37,6,7
573,56,2,16,1,97,40,4,6,3,4.6,2,4,2,2,26,1,1
574,58,2,14,2,68,5,2,5,3,3.2,2,1,2,2,23,3,2
575,54,2,21,3,79,19,1,19,1,4.8,2,3,2,2,20,1,2
576,58,2,12,2,86,27,2,16,1,4.8,2,2,2,2,38,5,5
577,48,2,9,1,68,47,2,2,4,5.0,2,1,2,2,5,3,3
578,19,2,20,2,52,1,2,2,1,3.7,2,6,2,2,41,6,1
579,69,2,15,3,90,19,2,18,1,4.6,2,4,2,2,22,3,4
580,58,2,15,3,41,5,2,23,4,3.7,2,3,2,2,48,3,1
581,49,2,24,2,80,15,2,15,2,4.1,2,3,2,2,10,5,7
582,32,2,24,2,100,15,4,5,4,2.7,2,6,2,2,12,1,3
583,40,2,11,4,77,6,1,22,2,4.9,2,6,2,2,2,1,6
584,25,2,19,2,78,5,1,25,2,4.0,2,6,2,2,38,5,5
585,70,2,22,2,94,14,2,24,2,4.7,2,3,2,2,20,4,5
586,69,2,22,2,23,40,2,8,1,2.8,2,4,2,2,5,2,3
587,45,2,10,2,20,49,3,3,4,4.9,2,1,2,2,9,6,1
588,29,2,22,2,86,47,3,13,1,4.2,2,2,2,2,48,4,3
589,47,2,4,3,60,41,2,23,1,3.0,2,5,2,2,9,4,6
590,28,2,17,2,70,23,2,15,1,3.4,2,1,2,2,40,5,1
591,64,2,2,1,39,2,3,22,1,4.6,2,5,2,2,30,6,4
592,47,2,1,1,37,17,1,14,1,4.2,2,6,2,2,6,4,2
593,60,2,4,3,29,34,2,4,1,3.2,2,3,2,2,42,6,3
594,67,2,5,4,35,2,3,9,4,4.4,2,6,2,2,9,5,3
595,35,2,10,2,83,36,3,4,4,2.5,2,4,2,2,6,4,5
596,30,2,18,3,77,8,2,20,3,3.6,2,4,2,2,47,5,6
597,23,2,18,3,37,26,4,24,3,4.5,2,6,2,2,36,6,1
598,70,2,13,1,69,2,1,7,3,3.4,2,5,2,2,19,1,4
599,21,2,6,2,66,5,1,9,4,3.2,2,1,2,2,30,2,3
600,51,2,4,3,26,21,1,21,2,4.2,2,5,2,2,27,4,3
601,22,2,9,1,63,40,2,5,2,5.0,2,1,2,2,25,6,5
602,32,2,1,1,38,48,2,13,3,4.7,2,6,2,2,5,2,4
603,37,2,18,3,58,37,1,11,3,4.2,2,4,2,2,10,2,3
604,31,2,8,1,46,21,1,9,4,3.4,2,1,2,2,26,5,3
605,44,2,23,1,92,48,3,17,1,4.4,2,6,2,2,11,3,3
606,40,2,9,1,32,5,4,5,4,4.2,2,5,2,2,17,1,7
607,27,2,16,1,90,6,2,3,2,4.5,2,5,2,2,44,5,5
608,47,2,10,2,23,14,1,18,1,2.8,2,4,2,2,44,2,5
609,41,2,1,1,25,8,3,7,1,3.3,2,4,2,2,21,6,3
610,51,2,24,2,54,35,1,18,1,4.6,2,4,2,2,49,3,4
611,53,2,19,2,72,36,2,5,3,2.5,2,3,2,2,27,1,3
612,43,2,16,1,33,5,2,2,4,4.7,2,6,2,2,19,2,5
613,67,2,9,1,43,29,1,11,1,4.6,2,2,2,2,33,3,6
614,61,2,5,4,51,38,1,11,1,2.6,2,5,2,2,46,2,2
615,68,2,13,1,85,12,2,11,4,4.0,2,5,2,2,21,3,2
616,67,2,15,3,100,20,1,14,3,2.6,2,4,2,2,23,6,1
617,29,2,7,1,72,38,1,21,2,4.6,2,3,2,2,38,3,3
618,50,2,1,1,57,6,2,13,1,2.6,2,5,2,2,2,1,6
619,61,2,11,4,94,14,1,6,2,4.0,2,2,2,2,21,4,2
620,19,2,1,1,34,27,2,5,3,4.6,2,6,2,2,1,4,3
621,33,2,1,1,89,39,2,2,1,3.7,2,1,2,2,10,6,3
622,51,2,23,1,27,16,3,19,1,4.4,2,6,2,2,45,3,7
623,69,2,22,2,63,10,3,16,2,4.0,2,4,2,2,44,1,4
624,19,2,18,3,70,28,2,24,1,4.7,2,5,2,2,48,5,2
625,55,2,14,2,87,40,4,17,1,3.4,2,2,2,2,21,5,1
626,49,2,13,1,79,8,2,19,1,4.0,2,4,2,2,1,6,7
627,31,2,23,1,79,29,2,10,2,3.9,2,5,2,2,10,6,1
628,42,2,15,3,44,37,1,2,4,4.1,2,2,2,2,24,5,5
629,69,2,24,2,85,21,2,24,1,3.7,2,1,2,2,29,3,5
630,26,2,18,3,90,45,1,1,2,4.7,2,5,2,2,11,4,1
631,41,2,13,1,94,24,3,20,1,4.3,2,1,2,2,33,4,1
632,55,2,4,3,68,47,3,23,3,4.1,2,6,2,2,27,2,4
633,35,2,1,1,51,50,2,19,4,3.9,2,4,2,2,19,6,4
634,66,2,15,3,33,23,2,15,2,2.9,2,2,2,2,50,4,6
635,36,2,21,3,60,35,2,21,3,3.9,2,5,2,2,46,5,7
636,27,2,10,2,59,40,2,4,1,4.3,2,1,2,2,28,2,6
637,41,2,8,1,30,49,2,10,3,2.8,2,6,2,2,14,1,3
638,21,2,24,2,20,42,2,6,4,3.4,2,1,2,2,46,2,4
639,53,2,15,3,20,20,3,3,3,2.7,2,2,2,2,41,5,5
640,54,2,6,2,24,24,1,14,2,4.0,2,1,2,2,50,3,1
641,53,2,20,2,88,23,2,8,3,4.4,2,6,2,2,28,4,4
642,47,2,3,2,78,2,2,19,4,3.9,2,1,2,2,23,3,3
643,64,2,20,2,25,4,1,19,2,2.8,2,1,2,2,14,4,2
644,18,2,24,2,57,37,4,9,4,3.2,2,4,2,2,10,1,3
645,68,2,1,1,93,18,3,3,3,4.3,2,4,2,2,37,2,7
646,62,2,10,2,42,36,3,18,3,4.2,2,2,2,2,15,6,2
647,51,2,4,3,54,14,4,17,2,4.9,2,5,2,2,19,6,2
648,54,2,3,2,70,24,4,5,3,3.7,2,2,2,2,23,3,4
649,22,2,10,2,31,22,2,4,4,4.1,2,6,2,2,35,3,7
650,53,2,14,2,93,8,1,15,2,4.2,2,6,2,2,33,5,3
651,34,2,7,1,40,9,2,12,2,3.9,2,4,2,2,12,1,1
652,32,2,9,1,32,4,1,25,3,2.9,2,4,2,2,41,6,4
653,64,2,23,1,27,23,2,1,4,3.1,2,3,2,2,27,6,7
654,20,2,16,1,68,34,2,14,4,3.6,2,1,2,2,45,2,4
655,24,2,8,1,59,5,1,8,3,4.4,2,1,2,2,23,6,1
656,20,2,8,1,36,24,3,18,1,3.1,2,3,2,2,19,6,5
657,42,2,12,2,23,38,2,1,3,3.9,2,5,2,2,6,5,6
658,48,2,11,4,80,3,2,24,4,4.3,2,3,2,2,6,5,6
659,62,2,1,1,37,18,3,24,1,4.9,2,6,2,2,20,6,7
660,62,2,19,2,52,46,3,7,2,3.6,2,1,2,2,8,2,7
661,50,2,5,4,79,26,2,14,1,5.0,2,1,2,2,39,3,6
662,57,2,17,2,68,15,4,9,1,4.1,2,6,2,2,39,3,6
663,24,2,7,1,98,13,1,12,1,2.8,2,2,2,2,39,6,2
664,59,2,6,2,83,2,2,5,1,4.7,2,2,2,2,23,3,5
665,63,2,14,2,83,6,2,10,4,4.4,2,2,2,2,41,5,2
666,41,2,14,2,55,31,2,16,2,4.9,2,1,2,2,50,3,1
667,35,2,10,2,26,6,1,22,4,3.1,2,3,2,2,30,4,6
668,34,2,23,1,76,3,3,3,4,2.6,2,5,2,2,32,1,6
669,49,2,25,2,85,11,3,22,1,2.9,2,2,2,2,35,1,5
670,43,2,11,4,89,13,2,8,2,3.3,2,3,2,2,45,6,2
671,63,2,24,2,41,18,4,18,2,4.8,2,4,2,2,37,2,2
672,38,2,11,4,30,15,1,2,4,4.7,2,2,2,2,45,2,7
673,59,2,22,2,53,47,2,16,4,3.3,2,1,2,2,29,2,6
674,35,2,17,2,66,36,2,10,2,4.2,2,3,2,2,27,6,2
675,48,2,13,1,33,47,4,1,4,4.7,2,6,2,2,36,1,1
676,64,2,23,1,86,4,2,25,2,2.6,2,1,2,2,9,2,1
677,28,2,14,2,60,7,2,16,4,2.9,2,1,2,2,38,6,2
678,60,2,22,2,62,47,3,22,3,2.7,2,2,2,2,41,5,1
679,27,2,3,2,74,19,2,21,1,3.3,2,6,2,2,25,4,3
680,56,2,15,3,95,22,2,22,1,3.4,2,2,2,2,37,6,4
681,58,2,21,3,25,42,2,12,2,4.2,2,2,2,2,3,5,1
682,30,2,17,2,59,18,4,18,4,3.8,2,1,2,2,24,3,3
683,23,2,11,4,29,25,2,4,3,4.0,2,5,2,2,49,3,2
684,33,2,15,3,36,22,3,23,4,2.7,2,3,2,2,3,1,5
685,63,2,9,1,82,1,2,25,3,4.7,2,2,2,2,42,4,5
686,70,2,3,2,71,21,4,12,4,3.5,2,5,2,2,32,2,4
687,70,2,24,2,35,14,1,1,1,3.0,2,1,2,2,33,6,4
688,19,2,7,1,38,48,4,22,4,3.3,2,3,2,2,46,1,6
689,25,2,16,1,59,22,3,16,3,4.7,2,6,2,2,44,6,5
690,19,2,10,2,91,38,2,15,3,4.7,2,2,2,2,35,3,3
691,25,2,19,2,68,2,4,19,2,4.8,2,5,2,2,45,1,7
692,60,2,1,1,21,21,1,20,3,2.9,2,5,2,2,37,5,2
693,35,2,23,1,95,34,2,6,2,4.0,2,1,2,2,40,4,3
694,46,2,19,2,52,45,1,22,2,3.1,2,3,2,2,30,2,3
695,41,2,6,2,21,17,3,5,1,3.5,2,1,2,2,38,6,3
696,30,2,19,2,67,28,4,16,3,3.7,2,4,2,2,15,4,3
697,44,2,2,1,42,44,1,9,1,2.8,2,5,2,2,49,2,5
698,61,2,16,1,63,34,4,4,3,4.6,2,3,2,2,40,4,6
699,55,2,4,3,41,15,2,25,4,3.8,2,5,2,2,40,4,7
700,50,2,8,1,46,7,2,5,1,2.6,2,1,2,2,5,5,7
701,57,2,14,2,79,49,1,14,4,4.1,2,5,2,2,5,5,5
702,51,2,4,3,90,12,1,19,1,3.3,2,4,2,2,5,4,3
703,18,2,17,2,71,26,2,24,4,3.4,2,6,2,2,1,2,7
704,63,2,6,2,87,7,1,17,3,3.0,2,5,2,2,21,6,7
705,34,2,10,2,66,12,3,2,2,3.2,2,2,2,2,18,5,1
706,25,2,14,2,90,4,4,10,3,4.5,2,3,2,2,49,2,6
707,46,2,12,2,47,15,1,22,3,4.8,2,2,2,2,27,4,7
708,59,2,17,2,38,18,1,18,2,3.7,2,4,2,2,21,6,1
709,37,2,1,1,50,17,1,1,3,3.4,2,6,2,2,19,2,4
710,49,2,11,4,79,21,1,5,3,4.6,2,5,2,2,23,4,5
711,22,2,16,1,91,46,1,22,2,4.1,2,5,2,2,26,5,4
712,64,2,4,3,60,29,2,13,2,3.5,2,1,2,2,13,1,2
713,42,2,3,2,81,29,4,2,3,3.8,2,4,2,2,36,1,6
714,37,2,10,2,90,37,2,11,3,2.6,2,2,2,2,39,1,2
715,26,2,11,4,70,41,2,12,1,4.4,2,6,2,2,40,4,4
716,33,2,12,2,63,8,1,9,2,2.6,2,2,2,2,37,4,6
717,30,2,13,1,29,25,2,14,2,3.6,2,2,2,2,9,6,2
718,21,2,22,2,90,2,1,9,2,4.2,2,2,2,2,7,6,3
719,22,2,17,2,22,9,2,16,3,4.6,2,5,2,2,25,1,1
720,63,2,19,2,22,24,1,22,3,3.3,2,4,2,2,42,6,2
721,33,2,13,1,62,31,1,15,1,3.4,2,3,2,2,19,4,7
722,43,2,3,2,57,5,1,20,3,4.4,2,4,2,2,41,4,3
723,27,2,24,2,32,50,3,3,3,4.3,2,6,2,2,50,2,2
724,35,2,13,1,53,25,1,6,1,3.5,2,2,2,2,43,5,5
725,37,2,25,2,79,29,4,9,1,4.7,2,6,2,2,36,6,3
726,61,2,9,1,61,43,1,20,4,3.1,2,5,2,2,33,4,4
727,32,2,19,2,78,34,1,25,3,3.6,2,4,2,2,20,1,3
